t,u,u_exact,u_approx
0.0,0.0,0.0,0.0
0.001001001001001,0.0010010010427929,0.0010010010427929,0.0010010010428559036
0.002002002002002,0.0020020023363507,0.0020020023363507,0.002002002336842086
0.003003003003003,0.0030030041314028,0.0030030041314028,0.0030030041330912083
0.004004004004004,0.0040040066787029,0.0040040066787029,0.004004006682738585
0.005005005005005,0.0050050102290067,0.0050050102290067,0.005005010236922247
0.006006006006006,0.0060060150330697,0.0060060150330697,0.006006015046782994
0.007007007007007,0.0070070213416475,0.0070070213416475,0.0070070213634644595
0.008008008008008,0.0080080294054958,0.0080080294054958,0.008008029438113167
0.009009009009009,0.0090090394753701,0.0090090394753701,0.00900903952187859
0.01001001001001,0.010010051802026,0.010010051802026,0.010010051865913206
0.011011011011011,0.0110110666362192,0.0110110666362192,0.011011066721372562
0.012012012012012,0.0120120842289801,0.0120120842289801,0.012012084339415315
0.013013013013013,0.013013104846114,0.013013104846114,0.013013104971203315
0.014014014014014,0.0140141287208707,0.0140141287208707,0.01401412886790163
0.015015015015015,0.0150151561041439,0.0150151561041439,0.015015156280678633
0.016016016016016,0.0160161872468278,0.0160161872468278,0.016016187460706037
0.017017017017017,0.0170172223998161,0.0170172223998161,0.01701722265915896
0.018018018018018,0.0180182618140028,0.0180182618140028,0.01801826212721597
0.019019019019019,0.0190193057402818,0.0190193057402818,0.019019306116059155
0.02002002002002,0.0200203544295469,0.0200203544295469,0.020020354876874168
0.021021021021021,0.0210214081326921,0.0210214081326921,0.021021408660850283
0.022022022022022,0.0220224671006113,0.0220224671006113,0.02202246771918045
0.023023023023023,0.0230235315841984,0.0230235315841984,0.02302353230306135
0.024024024024024,0.0240246018343472,0.0240246018343472,0.02402460266369344
0.025025025025025,0.0250256781019518,0.0250256781019518,0.025025679052281025
0.026026026026026,0.0260267606379059,0.0260267606379059,0.026026761720032297
0.027027027027027,0.0270278496931036,0.0270278496931036,0.027027850918159377
0.028028028028028,0.0280289455184386,0.0280289455184386,0.028028946897878406
0.029029029029029,0.029030048364805,0.029030048364805,0.02903004991040955
0.03003003003003,0.0300311584830966,0.0300311584830966,0.03003116020697709
0.031031031031031,0.0310322761242072,0.0310322761242072,0.031032278038809456
0.032032032032032,0.0320334015390309,0.0320334015390309,0.032033403657139276
0.033033033033033,0.0330345349784615,0.0330345349784615,0.03303453731320346
0.034034034034034,0.034035676693393,0.034035676693393,0.03403567925824318
0.035035035035035,0.0350368269347191,0.0350368269347191,0.035036829743504014
0.036036036036036,0.0360379859533339,0.0360379859533339,0.036037989020235923
0.037037037037037,0.0370391540001312,0.0370391540001312,0.037039157339693346
0.038038038038038,0.038040331326005,0.038040331326005,0.038040334953135226
0.039039039039039,0.0390415181818491,0.0390415181818491,0.03904152211182508
0.04004004004004,0.0400427148185574,0.0400427148185574,0.040042719067031024
0.041041041041041,0.0410439214870239,0.0410439214870239,0.041043926070025855
0.042042042042042,0.0420451384381424,0.0420451384381424,0.04204514337208709
0.043043043043043,0.0430463659228069,0.0430463659228069,0.043046371224497004
0.044044044044044,0.0440476041919112,0.0440476041919112,0.04404760987854269
0.045045045045045,0.0450488534963493,0.0450488534963493,0.04504885958551611
0.046046046046046,0.046050114087015,0.046050114087015,0.04605012059671415
0.047047047047047,0.0470513862148023,0.0470513862148023,0.04705139316343867
0.048048048048048,0.0480526701306051,0.0480526701306051,0.04805267753699653
0.049049049049049,0.0490539660853173,0.0490539660853173,0.0490539739686997
0.05005005005005,0.0500552743298327,0.0500552743298327,0.050055282709865215
0.051051051051051,0.0510565951150453,0.0510565951150453,0.05105660401181533
0.052052052052052,0.052057928691849,0.052057928691849,0.05205793812587751
0.053053053053053,0.0530592753111377,0.0530592753111377,0.053059285303384454
0.054054054054054,0.0540606352238052,0.0540606352238052,0.054060645795674246
0.055055055055055,0.0550620086807456,0.0550620086807456,0.055062019854090295
0.056056056056056,0.0560633959328526,0.0560633959328526,0.056063407729981446
0.057057057057057,0.0570647972310203,0.0570647972310203,0.05706480967470203
0.058058058058058,0.0580662128261424,0.0580662128261424,0.05806622593961189
0.059059059059059,0.059067642969113,0.059067642969113,0.05906765677607644
0.06006006006006,0.0600690879108258,0.0600690879108258,0.06006910243546674
0.061061061061061,0.0610705479021749,0.0610705479021749,0.06107056316915951
0.062062062062062,0.0620720231940541,0.0620720231940541,0.06207203922853717
0.063063063063063,0.0630735140373573,0.0630735140373573,0.06307353086498799
0.064064064064064,0.0640750206829784,0.0640750206829784,0.06407503832990599
0.065065065065065,0.0650765433818114,0.0650765433818114,0.06507656187469114
0.066066066066066,0.06607808238475,0.06607808238475,0.06607810175074931
0.067067067067067,0.0670796379426883,0.0670796379426883,0.06707965820949233
0.068068068068068,0.068081210307061,0.068081210307061,0.06808123150233811
0.069069069069069,0.0690827997627915,0.0690827997627915,0.06908282188071062
0.07007007007007,0.0700844065219774,0.0700844065219774,0.07008442959603997
0.071071071071071,0.0710860308360314,0.0710860308360314,0.07108605489976247
0.072072072072072,0.072087672956366,0.072087672956366,0.07208769804332069
0.073073073073073,0.0730893331343938,0.0730893331343938,0.07308935927816346
